sim_id	distance	allele0	allele1
SimX	0.0055    	1	1.3
SimX	0.0055    	1	1.4
SimX	0.0055    	1	1.4
SimX	0.00552   	1	1.3
SimX	0.00552   	1	1.4
SimX	0.00552   	1	1.4
SimX	0.00552   	1	1.3
SimX	0.00554   	1	1.6
SimX	0.00554   	1	1.4
SimX	0.00554   	1	1.45
SimX	0.00554   	1	1.35
SimX	0.00556   	1	1.3
SimX	0.00556   	1	1.4
SimX	0.00556   	1	1.35
SimX	0.00556   	1	1.3
SimX	0.00556   	1	1.4
SimX	0.00556   	1	1.35
SimX	0.00556   	1	1.35
SimX	0.00556   	1	1.4
SimX	0.00558   	1	1.3
SimX	0.00558   	1	1.35
SimX	0.00558   	1	1.5
SimX	0.00558   	1	1.35
SimX	0.00558   	1	1.3
SimX	0.00558   	1	1.35
SimX	0.00558   	1	1.3
SimX	0.00558   	1	1.4
SimX	0.00558   	1	1.4
SimX	0.00558   	1	1.5
SimX	0.0056    	1	1.3
SimX	0.0056    	1	1.4
SimX	0.0056    	1	1.35
SimX	0.0056    	1	1.3
SimX	0.0056    	1	1.4
SimX	0.0056    	1	1.2
SimX	0.0056    	1	1.55
SimX	0.0056    	1	1.55
SimX	0.00562   	1	1.2
SimX	0.00562   	1	1.4
SimX	0.00562   	1	1.3
SimX	0.00562   	1	1.35
SimX	0.00562   	1	1.45
SimX	0.00562   	1	1.35
SimX	0.00562   	1	1.5
SimX	0.00562   	1	1.5
SimX	0.00562   	1	1.7
SimX	0.00564   	1	1.25
SimX	0.00564   	1	1.35
SimX	0.00564   	1	1.55
SimX	0.00564   	1	1.4
SimX	0.00564   	1	1.3
SimX	0.00564   	1	1.45
SimX	0.00564   	1	1.4
SimX	0.00564   	1	1.35
SimX	0.00564   	1	1.55
SimX	0.00566   	1	1.4
SimX	0.00566   	1	1.35
SimX	0.00566   	1	1.3
SimX	0.00566   	1	1.4
SimX	0.00566   	1	1.45
SimX	0.00568   	1	1.35
SimX	0.00568   	1	1.35
SimX	0.00568   	1	1.3
SimX	0.00568   	1	1.3
SimX	0.00568   	1	1.3
SimX	0.00568   	1	1.4
SimX	0.0057    	1	1.35
SimX	0.0057    	1	1.35
SimX	0.0057    	1	1.35
SimX	0.0057    	1	1.35
SimX	0.0057    	1	1.3
SimX	0.0057    	1	1.2
SimX	0.0057    	1	1.25
SimX	0.0057    	1	1.3
SimX	0.00572   	1	1.35
SimX	0.00572   	1	1.3
SimX	0.00574   	1	1.3
SimX	0.00574   	1	1.3
SimX	0.00574   	1	1.35
SimX	0.00574   	1	1.3
SimX	0.00574   	1	1.25
SimX	0.00574   	1	1.3
SimX	0.00574   	1	1.35
SimX	0.00574   	1	1.4
SimX	0.00574   	1	1.4
SimX	0.00574   	1	1.35
SimX	0.00574   	1	1.4
SimX	0.00574   	1	1.35
SimX	0.00576   	1	1.3
SimX	0.00576   	1	1.3
SimX	0.00576   	1	1.35
SimX	0.00576   	1	1.45
SimX	0.00576   	1	1.4
SimX	0.00576   	1	1.35
SimX	0.00578   	1	1.35
SimX	0.00578   	1	1.25
SimX	0.00578   	1	1.25
SimX	0.00578   	1	1.3
SimX	0.00578   	1	1.25
SimX	0.00578   	1	1.25
SimX	0.00578   	1	1.25
SimX	0.00578   	1	1.35
SimX	0.00578   	1	1.35
SimX	0.00579   	1	1.4
SimX	0.0058    	1	1.3
SimX	0.0058    	1	1.35
SimX	0.0058    	1	1.4
SimX	0.0058    	1	1.45
SimX	0.0058    	1	1.35
SimX	0.0058    	1	1.55
SimX	0.0058    	1	1.3
SimX	0.0058    	1	1.4
SimX	0.0058    	1	1.45
SimX	0.0058    	1	1.5
SimX	0.00582   	1	1.3
SimX	0.00582   	1	1.3
SimX	0.00582   	1	1.3
SimX	0.00584   	1	1.3
SimX	0.00584   	1	1.4
SimX	0.00584   	1	1.35
SimX	0.00584   	1	1.4
SimX	0.00584   	1	1.3
SimX	0.00584   	1	1.3
SimX	0.00584   	1	1.3
SimX	0.00584   	1	1.4
SimX	0.00584   	1	1.7
SimX	0.00585   	1	1.4
SimX	0.00586   	1	1.3
SimX	0.00586   	1	1.35
SimX	0.00586   	1	1.2
SimX	0.00586   	1	1.35
