position	distance	allele0	allele1
N/A	0.000214	1	0
N/A	0.00022	1	0
N/A	0.000220001	1	0
N/A	0.000222	1	0
N/A	0.000222	1	0
N/A	0.000222	1	0.0287595
N/A	0.000222	1	0
N/A	0.000224	1	0
N/A	0.000224	1	0
N/A	0.000224	1	0
N/A	0.000226	1	0
N/A	0.000226	1	0
N/A	0.000226001	1	0
N/A	0.000228	1	0
N/A	0.000228	1	0
N/A	0.00023	1	0
N/A	0.00023	1	0
N/A	0.00023	1	0
N/A	0.00023	1	0
N/A	0.00023	1	0
N/A	0.000232	1	0
N/A	0.000232	1	0
N/A	0.000232001	1	0
N/A	0.000232001	1	0
N/A	0.000232001	1	0
N/A	0.000234	1	0
N/A	0.000234	1	0
N/A	0.000234	1	0
N/A	0.000234	1	0
N/A	0.000234	1	0
N/A	0.000234001	1	0
N/A	0.000234001	1	0
N/A	0.000236	1	0
N/A	0.000236	1	0
N/A	0.000236	1	0
N/A	0.000236	1	0
N/A	0.000236	1	0
N/A	0.000236	1	0
N/A	0.000236	1	0
N/A	0.000236	1	0
N/A	0.000236	1	0
N/A	0.000236001	1	0
N/A	0.000236001	1	0
N/A	0.000238	1	0
N/A	0.000238	1	0
N/A	0.000238	1	0
N/A	0.000238	1	0
N/A	0.000238	1	0
N/A	0.000238	1	0
N/A	0.000238	1	0.00519466
N/A	0.000238	1	0
N/A	0.000238001	1	0
N/A	0.00024	1	0
N/A	0.00024	1	0
N/A	0.00024	1	0
N/A	0.00024	1	0
N/A	0.00024	1	0
N/A	0.00024	1	0
N/A	0.00024	1	0
N/A	0.00024	1	0
N/A	0.00024	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242	1	0
N/A	0.000242001	1	0
N/A	0.000242001	1	0
N/A	0.000242001	1	0
N/A	0.000242001	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244	1	0
N/A	0.000244001	1	0
N/A	0.000244001	1	0
N/A	0.000244001	1	0
N/A	0.000244001	1	0
N/A	0.000244001	1	0
N/A	0.000244001	1	0
N/A	0.000244001	1	0
N/A	0.000244001	1	0
N/A	0.000244001	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246	1	0
N/A	0.000246001	1	0
N/A	0.000246001	1	0
N/A	0.000246001	1	0
N/A	0.000246001	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0.0109474
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0
N/A	0.000248	1	0.016304
N/A	0.000248	1	0
N/A	0.000248001	1	0
N/A	0.000248001	1	0.134077
N/A	0.000248001	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0.0117955
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0.00182583
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0.0438051
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.00025	1	0
N/A	0.000250001	1	0
N/A	0.000250001	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
N/A	0.000252	1	0
